PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Customer ID
Yes,Bank transfer (automatic),69.2,477.55,5044-LRQAQ
No,Bank transfer (automatic),54.65,2553.7,1716-LSAMB
Yes,Bank transfer (automatic),24.75,1342.15,1333-PBMXB
Yes,Mailed check,23.95,1216.35,6546-OPBBH
No,Credit card (automatic),105,7578.05,5985-BEHZK
Yes,Bank transfer (automatic),59.85,2603.95,9127-QRZMH
No,Mailed check,20.05,42.7,5919-VCZYM
Yes,Bank transfer (automatic),92.15,6056.9,9644-KVCNC
No,Mailed check,44.8,2983.65,2137-DQMEV
No,Credit card (automatic),20.9,689.35,8174-LNWMW
Yes,Bank transfer (automatic),95.4,2025.1,9279-CJEOJ
No,Electronic check,80.35,1747.2,7964-VEXDG
Yes,Bank transfer (automatic),85.1,4657.95,2404-JIBFC
Yes,Credit card (automatic),34.7,296.1,0778-NELLA
Yes,Bank transfer (automatic),115.05,8016.6,8029-XYPWT
Yes,Electronic check,81.1,81.1,4614-NUVZD
No,Mailed check,19.95,433.5,4632-PAOYU
No,Mailed check,20.55,20.55,3803-KMQFW
Yes,Electronic check,106.6,6428.4,6804-GDMOI
No,Bank transfer (automatic),86.15,5883.85,2990-OGYTD
No,Electronic check,78.85,1043.8,6646-JPPHA
Yes,Electronic check,106.75,6252.9,9572-MTILT
No,Bank transfer (automatic),86.55,1857.25,7658-UYUQS
No,Mailed check,42.4,146.4,7880-XSOJX
Yes,Electronic check,89.45,240.45,9611-CTWIH
No,Bank transfer (automatic),24.25,1724.15,4589-IUAJB
Yes,Electronic check,97.9,315.3,0329-GTIAJ
No,Bank transfer (automatic),20.5,429.55,8746-BFOAJ
Yes,Credit card (automatic),19.6,356.15,8457-XIGKN
No,Bank transfer (automatic),20.25,488.25,6072-NUQCB
Yes,Mailed check,55.7,55.7,6629-CZTTH
Yes,Mailed check,20.6,1298.7,8838-GPHZP
No,Bank transfer (automatic),19.8,1378.75,8750-QWZAJ
Yes,Electronic check,79.8,973.45,5364-EVNIB
No,Electronic check,80.2,384.25,6918-UMQCG
Yes,Credit card (automatic),116.4,8543.25,0675-NCDYU
Yes,Electronic check,31.65,389.95,6339-DKLMK
No,Credit card (automatic),94.15,5731.85,1346-PJWTK
No,Electronic check,20.65,20.65,5088-QZLRL
Yes,Bank transfer (automatic),76.85,4275.75,8023-QHAIO
No,Mailed check,20.15,84.5,4397-FRLTA
No,Mailed check,55.25,1924.1,3057-VJJQE
Yes,Electronic check,39.05,669.85,5087-SUURX
No,Bank transfer (automatic),82.15,5784.3,2302-OUZXB
No,Bank transfer (automatic),103,5166.2,8133-ANHHJ
Yes,Credit card (automatic),95.1,4060.55,2270-CHBFN
Yes,Mailed check,83.9,267.4,0013-EXCHZ
Yes,Electronic check,95.15,3532.85,5982-FPVQN
Yes,Electronic check,79.8,4914.8,9107-UKCKY
Yes,Credit card (automatic),74.8,5315.8,4654-ULTTN
Yes,Electronic check,69.85,69.85,5550-VFRLC
No,Electronic check,20.45,775.6,5546-BYZSM
No,Bank transfer (automatic),78.35,5445.95,1492-KGETH
Yes,Mailed check,53.55,53.55,4929-BSTRX
No,Electronic check,19.1,1007.8,4163-HFTUK
No,Mailed check,20,833.55,8215-NGSPE
No,Bank transfer (automatic),93.9,6579.05,2225-ZRGSG
No,Bank transfer (automatic),19.95,1004.5,8859-YSTWS
Yes,Electronic check,113.15,7856,5271-YNWVR
No,Credit card (automatic),24,1183.05,7601-DHFWZ
No,Electronic check,84.95,2169.75,2657-ALMWY
Yes,Bank transfer (automatic),80.5,896.9,6330-JKLPC
Yes,Mailed check,19.3,19.3,4667-OHGKG
No,Mailed check,19.15,501.35,1998-VHJHK
Yes,Bank transfer (automatic),91.3,4126.35,1707-HABPF
Yes,Mailed check,49.65,49.65,1660-HSOOQ
No,Credit card (automatic),54.35,2460.15,7253-UVNDW
Yes,Mailed check,19.15,477.6,0487-VVUVK
Yes,Electronic check,88.45,370.65,7228-OMTPN
No,Mailed check,19.75,265.75,5063-IUOKK
Yes,Credit card (automatic),75.5,2424.45,4508-OEBEY
Yes,Electronic check,83.75,1849.95,0027-KWYKW
No,Mailed check,19.4,61.05,2308-STERM
No,Bank transfer (automatic),26.5,1698.55,5982-XMDEX
Yes,Bank transfer (automatic),90.5,1910.6,6284-AHOOQ
No,Credit card (automatic),19.15,998.1,6051-PTVNS
Yes,Mailed check,94.85,890.6,2344-JMOGN
Yes,Bank transfer (automatic),69.95,529.5,3799-ISUZQ
No,Mailed check,40.9,1383.6,2877-VDUER
Yes,Mailed check,80.25,493.4,9152-AMKAK
Yes,Credit card (automatic),48.6,48.6,1794-HBQTJ
Yes,Electronic check,70.8,1207,9432-VOFYX
No,Mailed check,60.2,563.5,8049-WJCLQ
No,Credit card (automatic),55.2,864.55,6586-PSJOX
Yes,Electronic check,55.8,2109.35,2460-FPSYH
No,Bank transfer (automatic),54.15,701.05,9705-ZJBCG
Yes,Bank transfer (automatic),80.15,2265.25,4818-DRBQT
Yes,Electronic check,75.5,220.6,1320-HTRDR
Yes,Bank transfer (automatic),100.4,5749.8,6847-KJLTS
Yes,Credit card (automatic),62.55,2796.45,9670-BPNXF
Yes,Bank transfer (automatic),70.45,5165.7,3913-FCUUW
Yes,Bank transfer (automatic),85.5,5696.6,3301-VKTGC
Yes,Bank transfer (automatic),20.2,20.2,1493-AMTIE
No,Electronic check,54.5,2076.05,9555-SAHUZ
No,Mailed check,20.75,44.2,0816-TSPHQ
No,Mailed check,20.35,215.25,9932-WBWIK
Yes,Bank transfer (automatic),91,1859.5,4619-EVPHY
Yes,Bank transfer (automatic),104.8,7470.1,5286-YHCVC
Yes,Credit card (automatic),74.75,229.5,6424-ELEYH
Yes,Mailed check,104.05,2470.1,4391-RESHN
Yes,Electronic check,51.1,2092.9,9115-YQHGA
Yes,Bank transfer (automatic),89.8,5629.55,4462-CYWMH
Yes,Electronic check,20.55,469.85,8963-MQVYN
No,Bank transfer (automatic),64.05,733.95,2458-EOMRE
Yes,Electronic check,74.85,485.25,9334-GWGOW
Yes,Electronic check,96.65,1244.5,6821-BUXUX
No,Mailed check,20.05,20.05,5028-HTLJB
Yes,Electronic check,103.45,3994.45,9801-GDWGV
No,Mailed check,25,78.25,6542-LWGXJ
No,Credit card (automatic),20.3,1131.5,5567-GZKQY
No,Mailed check,26.35,184.05,1222-LRYKO
Yes,Electronic check,19.9,19.9,2320-JRSDE
Yes,Mailed check,54.7,1178.75,2087-QAREY
No,Electronic check,46.35,667.7,0601-WZHJF
No,Credit card (automatic),90.25,5629.15,4423-JWZJN
No,Electronic check,19.95,19.95,5143-WMWOG
No,Mailed check,20.65,109.3,6490-FGZAT
No,Electronic check,79.6,79.6,5393-RXQSZ
No,Bank transfer (automatic),25.45,958.45,7452-FOLON
No,Mailed check,19.5,403.15,2320-TZRRH
Yes,Electronic check,75.9,75.9,0231-LXVAP
No,Electronic check,76.2,76.2,9444-JTXHZ
Yes,Credit card (automatic),66.15,4392.5,4942-VZZOM
No,Mailed check,19.25,19.25,5510-BOIUJ
Yes,Credit card (automatic),69.1,3168,7502-BNYGS
Yes,Electronic check,39.1,1096.6,4291-HYEBC
No,Mailed check,20.05,669.45,6147-CBCRA
No,Electronic check,59.8,2343.85,6047-SUHPR
Yes,Electronic check,84.3,3588.4,4471-KXAUH
Yes,Electronic check,48.6,48.6,9752-ZNQUT
Yes,Electronic check,79,522.95,7638-QVMVY
No,Credit card (automatic),105.35,7511.9,1576-PFZIW
Yes,Bank transfer (automatic),25.1,1725,5666-MBJPT
No,Electronic check,49.75,49.75,7312-XSBAT
Yes,Electronic check,94.75,1691.9,3096-GKWEB
Yes,Electronic check,93,2248.05,2371-JQHZZ
Yes,Bank transfer (automatic),71.9,4479.2,0674-GCDXG
Yes,Mailed check,77.55,3471.1,1121-QSIVB
Yes,Electronic check,19.85,63,4396-KLSEH
Yes,Electronic check,70.25,70.25,3244-DCJWY
Yes,Electronic check,95.25,3314.15,2824-MYYBN
Yes,Credit card (automatic),84.6,865.55,0875-CABNR
Yes,Bank transfer (automatic),25.05,852.7,6345-HOVES
No,Credit card (automatic),53.15,1930.9,8318-LCNBW
No,Electronic check,20.15,91.4,6469-QJKZW
Yes,Electronic check,101.25,3949.15,0147-ESWWR
Yes,Bank transfer (automatic),100.55,4304,1217-VASWC
No,Mailed check,24.1,409.9,7812-FZHPE
No,Bank transfer (automatic),25.3,1554.9,6370-ZVHDV
No,Electronic check,71.8,3472.05,5915-DGNVC
No,Mailed check,19.7,117.8,6260-XLACS
No,Electronic check,49.85,3210.35,3566-CAAYU
Yes,Mailed check,69.6,207.4,4983-CCWMC
No,Electronic check,19.75,19.75,9103-CXVOK
No,Electronic check,80.8,3132.75,2896-TBNBE
Yes,Electronic check,60,60,4797-AXPXK
Yes,Electronic check,86.55,649.65,5229-PRWKT
Yes,Mailed check,20.85,20.85,6982-UQZLY
No,Bank transfer (automatic),64.2,2106.3,2522-WLNSF
No,Electronic check,35,35,3841-CONLJ
Yes,Electronic check,50.75,2011.4,5057-LCOUI
Yes,Credit card (automatic),105.5,6205.5,0193-ESZXP
No,Electronic check,19.2,903.7,4475-NVTLU
Yes,Bank transfer (automatic),85.15,503.6,4369-HTUIF
Yes,Credit card (automatic),90.65,3882.3,9386-LDCZR
Yes,Mailed check,20,879.8,9585-KKMFD
Yes,Electronic check,74.65,383.65,5399-ZIMKF
Yes,Credit card (automatic),61.2,4390.25,0336-KXKFK
No,Mailed check,19.95,68.2,5619-XZZKR
No,Mailed check,54.8,452.8,3948-FVVRP
Yes,Credit card (automatic),73.45,5329,5327-XOKKY
Yes,Mailed check,51.45,1758.9,0983-TATYJ
No,Bank transfer (automatic),80.45,5737.6,1813-JYWTO
Yes,Electronic check,54.2,1152.7,0156-FVPTA
Yes,Electronic check,109.5,7674.55,1984-FCOWB
No,Electronic check,104.4,2157.95,0654-HMSHN
No,Electronic check,85.3,1219.85,6719-OXYBR
Yes,Electronic check,79.3,2414.55,3312-ZWLGF
No,Bank transfer (automatic),76.5,1155.6,6476-YHMGA
Yes,Credit card (automatic),105.1,7548.1,5287-QWLKY
No,Bank transfer (automatic),25.4,1809.35,0795-XCCTE
Yes,Electronic check,86.85,1564.4,0168-XZKBB
No,Mailed check,19.65,19.65,3785-NRHYR
Yes,Electronic check,75.7,75.7,5196-SGOAK
No,Electronic check,45.55,84.4,4537-DKTAL
Yes,Credit card (automatic),78.1,864.85,7072-MBHEV
No,Mailed check,19.3,228.75,5602-BVFMK
Yes,Electronic check,110.5,7752.05,6297-NOOPG
No,Electronic check,90.8,1951,1891-UAWWU
Yes,Bank transfer (automatic),20.3,470.6,8204-TIFGJ
No,Credit card (automatic),81.35,4060.9,8050-DVOJX
Yes,Electronic check,97.95,384.5,6108-OQZDQ
Yes,Credit card (automatic),108.15,3432.9,0363-QJVFX
Yes,Electronic check,55.3,108.65,8903-XEBGX
No,Credit card (automatic),56.55,3952.65,8169-SAEJD
Yes,Credit card (automatic),80.5,463.05,9840-DVNDC
Yes,Mailed check,19.7,494.05,1089-XZWHH
Yes,Credit card (automatic),104.05,3416.85,2325-WINES
No,Bank transfer (automatic),52.85,1498.65,6064-ZATLR
Yes,Bank transfer (automatic),104.3,2867.75,3096-JRDSO
No,Bank transfer (automatic),80.65,4807.35,7824-PANSQ
Yes,Mailed check,71.35,71.35,8042-JVNFH
Yes,Credit card (automatic),24.65,471.35,9648-BCHKM
Yes,Bank transfer (automatic),21.3,1041.8,2888-ADFAO
Yes,Electronic check,110.2,7689.8,8707-HOEDG
No,Electronic check,89.4,1132.35,3374-LXDEV
No,Credit card (automatic),51.05,1815,4072-IPYLT
Yes,Mailed check,19.8,1311.3,7167-PCEYD
Yes,Mailed check,19.9,199.45,4936-YPJNK
Yes,Electronic check,87.3,1637.3,1580-BMCMR
No,Bank transfer (automatic),19.85,1326.35,4817-KEQSP
Yes,Mailed check,89.4,6376.55,6408-WHTEF
No,Mailed check,20,935.9,9251-AWQGT
No,Mailed check,20.05,20.05,8749-CLJXC
No,Electronic check,83.25,1611.15,7989-VCQOH
No,Mailed check,20.6,20.6,5049-GLYVG
No,Bank transfer (automatic),102.9,6989.7,4199-QHJNM
No,Mailed check,39.1,2779.5,8882-TLVRW
Yes,Electronic check,99.95,1931.75,5883-GTGVD
Yes,Mailed check,114.5,8331.95,5135-GRQJV
No,Mailed check,20.2,735.9,2384-OVPSA
No,Electronic check,55.8,2283.3,1371-WEPDS
Yes,Mailed check,24.2,1445.2,3580-GICBM
Yes,Credit card (automatic),81,818.05,4817-QRJSX
Yes,Credit card (automatic),72.8,2333.05,9730-DRTMJ
Yes,Credit card (automatic),99.85,1992.55,4686-UXDML
Yes,Electronic check,99.5,5890,3349-ANQNH
Yes,Electronic check,70.15,916.75,2398-YPMUR
No,Credit card (automatic),20.25,1029.8,0932-YIXYU
Yes,Bank transfer (automatic),26,1796.55,7480-SPLEF
Yes,Credit card (automatic),19.9,33.7,7636-XUHWW
No,Bank transfer (automatic),19.05,454.05,1431-CYWMH
Yes,Electronic check,96.5,1392.25,5937-EORGB
No,Credit card (automatic),19.85,1049.6,6349-JDHQP
No,Mailed check,25.7,734.6,5539-HIVAK
No,Mailed check,20.3,475.1,5847-MXBEO
Yes,Mailed check,70.15,70.15,9985-MWVIX
Yes,Electronic check,91.55,1540.05,4583-PARNH
No,Mailed check,39.4,1978.65,1116-FRYVH
Yes,Bank transfer (automatic),105.7,3181.8,1421-HCERK
Yes,Electronic check,70.25,229.7,9633-XQABV
No,Electronic check,93.75,5625.55,0716-BQNDX
Yes,Credit card (automatic),96.55,6581.9,1265-XTECC
No,Bank transfer (automatic),60,1347.15,1183-CANVH
Yes,Credit card (automatic),59.8,3808.2,1972-XMUWV
Yes,Bank transfer (automatic),90.65,3974.15,8679-LZBMD
Yes,Bank transfer (automatic),109,7661.8,3407-JMJQQ
No,Credit card (automatic),68.1,2479.25,6252-DFGTK
No,Mailed check,20.4,266.6,1539-LNKHM
Yes,Bank transfer (automatic),81.95,5601.4,8645-KOMJQ
No,Electronic check,60.55,1982.6,0289-IVARM
Yes,Bank transfer (automatic),65.6,339.9,9761-XUJWD
No,Bank transfer (automatic),82.5,4828.05,4057-FKCZK
Yes,Bank transfer (automatic),82.3,5980.55,4291-TPNFG
No,Mailed check,68.15,4808.7,6087-YPWHO
No,Credit card (automatic),20.3,20.3,3090-QFUVD
Yes,Electronic check,95.55,3692.85,2237-ZFSMY
No,Credit card (automatic),20.2,1068.15,1722-LDZJS
Yes,Electronic check,89.2,2383.6,1818-ESQMW
Yes,Electronic check,69.65,69.65,4871-JTKJF
Yes,Electronic check,89.3,89.3,1415-YFWLT
No,Electronic check,74.8,1438.05,7401-RUBNK
Yes,Mailed check,20.2,917.45,0506-YLVKJ
Yes,Credit card (automatic),84.4,6096.45,8661-BOYNW
Yes,Electronic check,87.55,3078.1,6711-VTNRE
Yes,Electronic check,25.15,99.95,4815-GBTCD
No,Credit card (automatic),19.8,475.2,2805-AUFQN
Yes,Electronic check,50.85,2036.55,0980-PVMRC
Yes,Electronic check,102.4,6444.05,7233-DRTRF
Yes,Mailed check,96.3,1426.75,3500-RMZLT
Yes,Credit card (automatic),55.5,767.55,3873-NFTGI
Yes,Bank transfer (automatic),109.75,7932.5,1162-ECVII
Yes,Electronic check,106.4,4040.65,7048-GXDAY
Yes,Credit card (automatic),60,2768.65,8571-ZCMCX
Yes,Credit card (automatic),88.8,1672.35,1169-WCVAK
Yes,Electronic check,85.2,474.8,4548-SDBKE
Yes,Electronic check,35.1,446.1,8066-POXGX
No,Bank transfer (automatic),80.05,1345.65,7129-CAKJW
Yes,Electronic check,75.55,2425.4,8695-ARGXZ
Yes,Electronic check,49.55,2077.95,3570-YUEKJ
Yes,Electronic check,81.3,416.3,4143-OOBWZ
No,Credit card (automatic),23.9,1663.5,1555-HAPSU
No,Bank transfer (automatic),66.4,1286.05,1697-NVVGY
Yes,Electronic check,19.6,35.85,7854-EKTJL
No,Credit card (automatic),18.8,1094.35,8464-EETCQ
Yes,Electronic check,108.4,7719.5,2419-FSORS
Yes,Mailed check,85.95,514.6,8132-YPVBX
Yes,Electronic check,85.45,1451.6,9102-IAYHT
No,Bank transfer (automatic),80.9,4932.5,6754-LZUKA
Yes,Electronic check,71,71,3422-LYEPQ
No,Credit card (automatic),111.8,5443.65,8099-MZPUJ
Yes,Credit card (automatic),20.6,330.25,0787-LHDYT
Yes,Electronic check,85.05,746.5,2642-DTVCO
No,Electronic check,44.6,122.7,0374-IOEGQ
Yes,Electronic check,44.4,44.4,4361-JEIVL
No,Credit card (automatic),105.1,6631.85,3197-NNYNB
Yes,Credit card (automatic),115.15,8250,3396-DKDEL
Yes,Mailed check,59.8,3561.15,1752-OZXFY
Yes,Electronic check,26.3,1763.55,9066-QRSDU
No,Electronic check,70.55,2419,9112-WSNPU
Yes,Mailed check,20.05,470.2,9867-NNXLC
No,Bank transfer (automatic),79.85,5234.95,5321-NTRKC
Yes,Electronic check,70.3,70.3,1363-TXLSL
Yes,Bank transfer (automatic),79.35,79.35,9507-EXLTT
Yes,Credit card (automatic),90.05,3097,3161-GETRM
No,Bank transfer (automatic),24.45,1709.1,0402-OAMEN
No,Electronic check,59.95,1848.8,6933-VLYFX
No,Bank transfer (automatic),25.35,723.3,6754-WKSHP
Yes,Bank transfer (automatic),90.8,809.75,9846-GKXAS
Yes,Electronic check,70.45,1470.95,6017-PPLPX
Yes,Credit card (automatic),34.3,577.15,4976-LNFVV
Yes,Electronic check,105.05,6914.95,5055-MGMGF
No,Mailed check,19.3,602.9,4641-FROLU
No,Mailed check,19.15,124.4,2862-JVEOY
No,Electronic check,51.4,96.8,2969-QWUBZ
No,Electronic check,71.85,3827.9,9822-BIIGN
Yes,Electronic check,75.4,533.05,2077-MPJQO
Yes,Bank transfer (automatic),49.7,2961.4,1534-OULXE
Yes,Electronic check,45.25,3264.45,7136-RVDTZ
Yes,Electronic check,78.75,995.35,2971-SGAFL
Yes,Bank transfer (automatic),81.6,2815.25,1480-IVEVR
Yes,Credit card (automatic),70.4,154.8,2905-KFQUV
Yes,Electronic check,75.8,246.3,4581-SSPWD
No,Electronic check,76.1,257.6,3370-HXOPH
Yes,Bank transfer (automatic),94,5757.2,9391-YZEJW
No,Credit card (automatic),103.95,7517.7,9958-MEKUC
Yes,Bank transfer (automatic),19.95,1234.8,0281-CNTZX
No,Credit card (automatic),71.3,1389.2,6927-WTFIV
Yes,Bank transfer (automatic),110.8,3836.3,4118-CEVPF
Yes,Electronic check,69.1,1474.75,3398-ZOUAA
No,Electronic check,96.1,6001.45,9114-VEPUF
Yes,Mailed check,48.8,720.1,7876-BEUTG
Yes,Credit card (automatic),50.55,2832.75,2338-BQEZT
Yes,Mailed check,44.65,472.25,9873-MNDKV
No,Electronic check,88.25,1460.65,0378-NHQXU
No,Bank transfer (automatic),19.45,1336.35,8241-JUIQO
No,Credit card (automatic),89.3,6388.65,2194-IIQOF
No,Bank transfer (automatic),70,153.05,4512-ZUIYL
No,Mailed check,19.25,677.9,9631-RXVJM
No,Bank transfer (automatic),70.5,1165.6,9584-EXCDZ
Yes,Electronic check,97.35,2119.5,7969-AULMZ
No,Bank transfer (automatic),19.65,921.55,5093-FEGLU
No,Mailed check,20.85,72,2621-UDNLU
Yes,Mailed check,19.65,68.35,7526-IVLYU
Yes,Credit card (automatic),19.35,847.25,2428-HYUNX
Yes,Mailed check,44,44,9214-EKVXR
No,Electronic check,94.4,4295.35,3410-MHHUM
Yes,Bank transfer (automatic),25.9,135,0568-ONFPC
Yes,Bank transfer (automatic),55.65,1400.55,0733-VUNUW
Yes,Electronic check,69.65,69.65,4550-EVXNY
Yes,Electronic check,75.4,1380.4,2122-YWVYA
Yes,Electronic check,100.6,1060.2,2968-SSGAA
No,Bank transfer (automatic),71,4386.2,2296-DKZFP
Yes,Electronic check,86,86,4844-JJWUY
Yes,Credit card (automatic),106.95,5785.5,6777-TGHTM
No,Mailed check,21.2,52.05,8909-BOLNL
Yes,Mailed check,61.05,2018.4,6603-YRDCJ
Yes,Electronic check,29.6,79.45,3538-WZPHD
Yes,Bank transfer (automatic),79.95,2727.3,3229-USWAR
Yes,Mailed check,19.7,263.65,2138-VFAPZ
Yes,Mailed check,20.3,275.4,6131-JLWZM
Yes,Bank transfer (automatic),59.9,2816.65,4785-QRJHC
No,Mailed check,24.35,538.5,0269-XFESX
No,Mailed check,19.75,948.9,1709-EJDOX
Yes,Mailed check,50.3,846.8,4316-XCSLJ
Yes,Electronic check,95.6,4783.5,8610-WFCJF
Yes,Electronic check,50.25,2997.45,9693-XMUOB
Yes,Credit card (automatic),85.35,5897.4,0383-CLDDA
Yes,Electronic check,41.6,470.6,4905-JEFDW
Yes,Mailed check,51.65,524.5,2709-UQGNP
Yes,Bank transfer (automatic),24,269.65,3549-ZTMNH
Yes,Credit card (automatic),100.85,4740,7881-INRLC
Yes,Mailed check,59.85,2341.5,8033-ATFAS
No,Credit card (automatic),25.45,1789.65,1635-NZATJ
No,Credit card (automatic),23.9,1626.4,0562-HKHML
No,Credit card (automatic),24.15,800.3,8277-RVRSV
Yes,Mailed check,75.7,5060.85,9943-VSZUV
No,Bank transfer (automatic),40.2,1448.8,0117-LFRMW
No,Electronic check,84.5,4254.85,6172-FECYY
No,Mailed check,50.85,466.6,7054-ENNGU
Yes,Credit card (automatic),91.6,4627.8,1455-HFBXA
No,Electronic check,98.9,6838.6,9402-CXWPL
Yes,Electronic check,85,85,1628-BIZYP
Yes,Electronic check,78.95,1101.85,1965-AKTSX
Yes,Mailed check,44.3,44.3,0082-LDZUE
No,Mailed check,20.2,20.2,4786-UKSNZ
Yes,Mailed check,80.2,4297.6,5343-SGUBI
No,Mailed check,60.9,414.1,0856-NAOES
No,Mailed check,34.2,256.6,1976-AZZPJ
Yes,Bank transfer (automatic),85.2,3969.35,7248-VZQLC
Yes,Credit card (automatic),87.15,2274.1,6156-UZDLF
No,Electronic check,54.3,1296.8,3099-OONVS
Yes,Mailed check,19.1,1268.85,9500-WBGRP
Yes,Credit card (automatic),112.75,8192.6,5183-KLYEM
Yes,Mailed check,19.95,59.25,5144-PQCDZ
No,Mailed check,19.5,1147.85,8514-VZHEB
No,Bank transfer (automatic),65.55,4361.55,6625-IUTTT
Yes,Electronic check,78.8,2006.1,9355-NPPFS
No,Mailed check,78.2,2078.95,0068-FIGTF
No,Bank transfer (automatic),105.25,7609.75,5965-GGPRW
Yes,Electronic check,89.25,487.05,8035-PWSEV
No,Credit card (automatic),20.65,1218.45,2236-HILPA
Yes,Electronic check,68.7,1416.2,1840-BIUOG
No,Credit card (automatic),78.65,483.3,1356-MKYSK
No,Mailed check,24.75,1234.6,6080-LNESI
No,Credit card (automatic),19.75,1311.6,1830-IPXVJ
Yes,Electronic check,89.1,5618.3,5828-DWPIL
Yes,Bank transfer (automatic),84.7,6185.15,8398-TBIYD
Yes,Electronic check,98,1237.85,0011-IGKFF
Yes,Electronic check,94.45,498.1,4192-GORJT
Yes,Electronic check,105,294.45,6496-SLWHQ
Yes,Electronic check,93.85,2381.55,9912-GVSEQ
Yes,Electronic check,59.9,788.35,2931-FSOHN
Yes,Mailed check,19.95,756.4,9418-RUKPH
Yes,Electronic check,84,613.4,5383-MMTWC
Yes,Electronic check,108.9,3625.2,9971-ZWPBF
No,Mailed check,33.6,550.35,4712-AUQZO
Yes,Mailed check,85.85,4793.8,9711-FJTBX
Yes,Bank transfer (automatic),34.85,1267.2,2908-ZTPNF
Yes,Electronic check,48.75,442.2,7240-ETPTR
Yes,Electronic check,84.85,84.85,2202-CUYXZ
No,Mailed check,56.65,654.85,5995-OIGLP
Yes,Credit card (automatic),95.3,5567.45,8421-WZOOW
No,Credit card (automatic),73.9,3160.55,6261-RCVNS
Yes,Mailed check,24.5,740.3,7951-QKZPL
No,Bank transfer (automatic),84.6,5706.2,1414-YADCW
No,Electronic check,44.95,3085.35,8756-RDDLT
Yes,Electronic check,24.7,24.7,2862-PFNIK
No,Credit card (automatic),100.3,3541.4,5816-QVHRX
Yes,Mailed check,25.45,84.2,4430-YHXGG
Yes,Mailed check,50.7,50.7,6888-SBYAI
Yes,Credit card (automatic),55,1165.55,7395-XWZOY
No,Bank transfer (automatic),68.4,4855.35,7169-YWAMK
Yes,Electronic check,89.9,2806.9,3640-PHQXK
No,Electronic check,78.55,1422.65,6877-LGWXO
Yes,Bank transfer (automatic),55.05,608.15,6859-RKMZJ
No,Credit card (automatic),19.8,641.35,2729-VNVAP
No,Electronic check,84.45,4959.15,2957-JIRMN
No,Mailed check,35.9,35.9,2049-BAFNW
No,Bank transfer (automatic),80.75,1321.3,3842-QTGDL
Yes,Mailed check,78.65,1663.75,7163-OCEQI
No,Bank transfer (automatic),61.75,3024.15,9782-LGXMC
Yes,Credit card (automatic),63.7,2188.5,5975-BAICR
Yes,Electronic check,99.45,4138.05,8019-ENHXU
Yes,Bank transfer (automatic),25.2,102.5,5167-GBFRE
No,Mailed check,74.05,872.65,9033-EOXWV
No,Electronic check,87.6,2724.25,4673-KKSLS
Yes,Electronic check,89.15,413.25,4853-OITSN
No,Credit card (automatic),20,1374.2,9800-OUIGR
No,Credit card (automatic),55,757.1,1324-NLTJE
Yes,Bank transfer (automatic),104.4,6692.65,2324-EFHVG
Yes,Credit card (automatic),20.05,218.5,7094-MSZAO
Yes,Electronic check,89.75,608.8,1522-VVDMG
No,Electronic check,34.3,1004.75,6907-CQGPN
No,Bank transfer (automatic),20.65,1125.6,0780-XNZFN
No,Mailed check,84.25,3847.6,0239-OXEXL
No,Bank transfer (automatic),19.65,978,2675-IJRGJ
No,Credit card (automatic),79.85,1387.35,7049-GKVZY
Yes,Mailed check,20.2,746.05,8577-QSOCG
No,Mailed check,19.8,304.6,3721-CNZHX
Yes,Electronic check,50.35,1098.85,0212-ISBBF
Yes,Electronic check,85.15,1139.2,9185-TQCVP
No,Bank transfer (automatic),74.6,4368.95,3585-YNADK
Yes,Credit card (automatic),79.15,827.7,5271-DBYSJ
No,Mailed check,20.35,20.35,1099-GODLO
No,Bank transfer (automatic),21.05,262.05,6828-HMKWP
Yes,Electronic check,94.6,279.55,5567-WSELE
Yes,Electronic check,94.7,3512.5,1472-TNCWL
Yes,Electronic check,94.25,1483.25,8063-RJYNF
No,Credit card (automatic),72.45,4653.85,0687-ZVTHB
No,Electronic check,74.95,151.75,2080-GKCWQ
Yes,Electronic check,105.2,4400.75,9661-ACXBS
No,Bank transfer (automatic),111.95,8033.1,2193-SFWQW
No,Bank transfer (automatic),19.85,1253.65,5656-JAMLX
Yes,Electronic check,89.75,552.65,3462-BJQQA
Yes,Mailed check,20.05,1036,0442-TDYUO
Yes,Electronic check,108.95,4025.5,6733-LRIZX
No,Credit card (automatic),19.65,928.4,9503-XJUME
Yes,Mailed check,24.9,24.9,4367-NHWMM
Yes,Electronic check,82.85,460.25,3727-RJMEO
