PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Customer ID
Yes,No,No,No ,No ,No ,No ,No ,No ,3266-FTKHB
Yes,No,DSL,Yes,Yes,Yes,No,No,No,8221-EQDGL
Yes,No,No,No ,No ,No ,No ,No ,No ,2346-LOCWC
Yes,No,DSL,No,No,Yes,No,No,No,6608-QQLVK
No,No,DSL,No,Yes,Yes,Yes,Yes,No,0298-XACET
Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,7560-QJAVJ
Yes,Yes,No,No ,No ,No ,No ,No ,No ,2995-YWTCD
Yes,Yes,Fiber optic,No,No,No,No,No,No,3551-HUAZH
Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,9137-UIYPG
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,2809-ZMYOQ
Yes,No,DSL,Yes,No,No,Yes,No,No,5084-OOVCJ
Yes,No,DSL,No,Yes,No,No,No,No,0254-WWRKD
Yes,No,No,No,No,No,No,No,No,7727-SHVZV
Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,6302-JGYRJ
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,5339-PXDVH
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,2205-LPVGL
Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,8782-NUUOL
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,3685-YLCMQ
Yes,No,No,No,No,No,No,No,No,7601-WFVZV
Yes,No,No,No,No,No,No,No,No,4609-KNNWG
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,4868-AADLV
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,9529-OFXHY
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,8634-MPHTR
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,2669-QVCRG
No,No ,DSL,No,No,No,No,Yes,Yes,2478-EEWWM
Yes,No ,Fiber optic,No,No,No,No,No,No,9174-IHETN
No,No ,DSL,Yes,No,Yes,No,Yes,No,2233-TXSIU
Yes,No ,DSL,Yes,No,No,No,No,No,9644-UMGQA
No,No ,DSL,No,Yes,No,No,No,No,3256-EZDBI
Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,8761-NSOBC
Yes,No,Fiber optic,No,Yes,No,No,Yes,No,0419-YAAPX
Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,8413-VONUO
Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,0872-CASZJ
Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,4726-DLWQN
Yes,No,No,No ,No ,No ,No ,No ,No ,8164-OCKUJ
Yes,Yes,Fiber optic,No,No,No,No,No,No,3094-JOJAI
Yes,Yes,Fiber optic,No,No,No,No,No,No,9494-MRNYX
Yes,No,DSL,No,No,No,No,No,No,2599-CZABP
Yes,No,No,No,No,No,No,No,No,7945-PRBVF
Yes,No,DSL,No,No,No,No,No,No,4544-RXFMG
Yes,No,No,No,No,No,No,No,No,0859-YGKFW
Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,1150-FTQGN
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,9223-UCPVT
Yes,No,No,No,No,No,No,No,No,7196-LIWRH
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,5448-VWNAM
Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,1177-XZBJL
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,3518-FSTWG
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,9330-VOFSZ
Yes,No,DSL,No,No,No,No,Yes,No,4351-QLCSU
Yes,No,DSL,No,No,Yes,Yes,No,No,0939-EREMR
Yes,No,Fiber optic,No,No,No,No,No,No,9389-ACWBI
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,5419-JPRRN
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,3644-QXEHN
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2911-IJORQ
Yes,No,Fiber optic,Yes,No,No,No,No,No,5921-NGYRH
Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,2100-BDNSN
Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,5998-DZLYR
Yes,No,Fiber optic,No,No,No,No,No,No,0488-GSLFR
Yes,No,No,No,No,No,No,No,No,9318-NKNFC
Yes,No,No,No,No,No,No,No,No,3985-HOYPM
Yes,No,Fiber optic,No,No,No,No,No,No,9728-FTTVZ
Yes,No,No,No,No,No,No,No,No,9548-LERKT
No,No,DSL,No,No,Yes,Yes,Yes,Yes,6576-FBXOJ
No,No,DSL,No,No,Yes,No,No,No,4310-KEDTB
Yes,No,Fiber optic,No,No,No,No,No,No,7254-IQWOZ
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,2474-BRUCM
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,4062-HBMOS
Yes,No,Fiber optic,No,Yes,Yes,No,No,No,0742-NXBGR
Yes,No,No,No,No,No,No,No,No,2676-ISHSF
No,No,DSL,Yes,No,No,Yes,No,No,9236-NDUCW
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,4753-PADAS
Yes,No,DSL,Yes,No,No,Yes,No,No,6103-QCKFX
No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,7781-EWARA
Yes,No,Fiber optic,No,No,No,No,Yes,No,6110-OHIHY
Yes,No,DSL,Yes,Yes,Yes,No,No,No,7018-FPXHH
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,5889-LFOLL
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,5708-EVONK
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,8708-XPXHZ
No,No ,DSL,No,No,No,No,No,No,0616-ATFGB
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,0572-ZJKLT
Yes,No,DSL,Yes,No,No,No,No,No,5135-RDDQL
Yes,No,DSL,No,Yes,Yes,Yes,No,No,1353-LJWEM
Yes,Yes,DSL,No,No,Yes,Yes,No,No,1794-SWWKL
No,No ,DSL,Yes,Yes,Yes,Yes,Yes,Yes,6166-YIPFO
No,No ,DSL,No,No,No,No,No,No,7016-BPGEU
Yes,No,DSL,No,No,Yes,No,No,No,6876-ADESB
Yes,No,DSL,No,No,No,No,Yes,No,9332-GYWLO
Yes,No,DSL,No,No,No,No,No,No,1963-SVUCV
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,4184-VODJZ
Yes,No,Fiber optic,No,No,Yes,No,No,Yes,0220-EBGCE
Yes,Yes,No,No,No,No,No,No,No,1092-WPIVQ
No,No,DSL,Yes,No,No,Yes,No,No,7233-IOQNP
No,No,DSL,Yes,Yes,Yes,Yes,No,No,2834-JKOOW
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,2754-VDLTR
Yes,No,No,No,No,No,No,No,No,2400-FEQME
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,3190-XFANI
Yes,No,DSL,No,Yes,Yes,No,No,No,7551-DACSP
Yes,No,No,No,No,No,No,No,No,4957-SREEC
Yes,Yes,Fiber optic,No,No,No,No,No,No,7235-NXZCP
No,No,DSL,Yes,No,No,Yes,No,No,0230-UBYPQ
Yes,No,DSL,No,Yes,No,Yes,No,Yes,4923-ADWXJ
Yes,No,No,No,No,No,No,No,No,1763-KUAAW
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,1104-TNLZA
Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,5195-KPUNQ
Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,0520-FDVVT
No,No,DSL,No,No,No,No,No,No,3439-GVUSX
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1444-VVSGW
Yes,No,Fiber optic,No,No,Yes,Yes,No,No,5712-PTIWW
Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,5949-HGVJL
Yes,No,DSL,Yes,Yes,No,No,No,Yes,5203-XEHAX
Yes,No,No,No ,No ,No ,No ,No ,No ,1635-HDGFT
Yes,Yes,Fiber optic,No,No,No,No,No,No,3315-TOTBP
Yes,No,DSL,Yes,No,Yes,No,No,No,8050-XGRVL
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,6661-HBGWL
Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,1518-VOWAV
Yes,No,DSL,Yes,No,No,No,No,No,9828-QHFBK
No,No,DSL,Yes,Yes,Yes,No,No,No,3908-MKIMJ
Yes,No,DSL,No,No,Yes,Yes,No,No,5012-YSPJJ
Yes,No,DSL,No,No,No,No,No,Yes,5909-ECHUI
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,1309-BXVOQ
Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,6728-VOIFY
Yes,No,Fiber optic,No,No,No,No,No,Yes,9317-WZPGV
No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,4891-NLUBA
Yes,No,Fiber optic,No,No,No,No,No,No,2856-HYAPG
Yes,No,No,No,No,No,No,No,No,8969-PRHFK
Yes,No,No,No,No,No,No,No,No,0661-KQHNK
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,8709-KRDVL
Yes,No,No,No,No,No,No,No,No,4488-PSYCG
Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,1427-VERSM
Yes,No,No,No,No,No,No,No,No,9801-NOSHQ
Yes,No,Fiber optic,No,No,Yes,No,No,No,6339-YPSAH
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3621-CEOVK
Yes,Yes,Fiber optic,No,No,No,No,No,No,6906-ANDWJ
Yes,No,No,No,No,No,No,No,No,2159-TURXX
Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,1548-FEHVL
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3795-CAWEX
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,6215-NQCPY
Yes,No,No,No ,No ,No ,No ,No ,No ,5647-URDKA
Yes,No,No,No ,No ,No ,No ,No ,No ,2229-DPMBI
No,No,DSL,Yes,No,No,No,No,No,9626-WEQRM
Yes,No,DSL,Yes,Yes,No,No,No,No,2188-SXWVT
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,6258-PVZWJ
No,No ,DSL,No,Yes,Yes,Yes,No,Yes,1094-BKOSX
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,6969-MVBAI
Yes,Yes,DSL,Yes,No,No,Yes,No,No,2978-XXSOG
Yes,No,No,No ,No ,No ,No ,No ,No ,2342-CKIAO
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,6953-PBDIN
Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,3898-BSJYF
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,3938-YFPXD
Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,7696-AMHOD
Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,2453-SAFNS
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,9558-IHEZX
Yes,No,No,No,No,No,No,No,No,9617-UDPEU
Yes,No,No,No,No,No,No,No,No,6340-DACFT
Yes,No,No,No,No,No,No,No,No,4955-VCWBI
Yes,Yes,No,No,No,No,No,No,No,6813-GZQCG
Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,7426-GSWPO
Yes,Yes,No,No ,No ,No ,No ,No ,No ,3389-KTRXV
Yes,Yes,No,No ,No ,No ,No ,No ,No ,3118-UHVVQ
Yes,No,Fiber optic,No,No,No,No,No,No,1031-IIDEO
Yes,No,Fiber optic,No,No,No,No,No,No,5832-XKAES
Yes,No,DSL,No,No,No,Yes,Yes,No,3205-MXZRA
No,No,DSL,No,No,Yes,Yes,Yes,Yes,4701-AHWMW
Yes,No,No,No,No,No,No,No,No,8317-BVKSO
Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,5702-KVQRD
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,0083-PIVIK
Yes,No,DSL,No,No,No,Yes,Yes,Yes,9210-IAHGH
Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,6169-PGNCD
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,0023-XUOPT
No,No ,DSL,Yes,No,No,No,No,No,4592-IWTJI
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,4909-JOUPP
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,4657-FWVFY
Yes,Yes,DSL,No,No,No,Yes,Yes,No,2257-BOVXD
Yes,No,DSL,No,No,No,No,No,No,7729-JTEEC
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,7632-MNYOY
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,6518-LGAOV
No,No ,DSL,No,No,No,No,No,No,7242-QZLXF
Yes,No,DSL,No,Yes,No,Yes,No,No,4576-CSAJH
Yes,No,No,No,No,No,No,No,No,1000-AJSLD
Yes,No,Fiber optic,No,No,No,No,Yes,No,9696-RMYBA
Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,8690-UPCZI
Yes,No,Fiber optic,No,No,No,No,No,No,1062-LHZOD
Yes,No,No,No,No,No,No,No,No,9770-LXDBK
Yes,No,No,No,No,No,No,No,No,4086-WITJG
Yes,No,DSL,No,Yes,No,No,No,No,8344-WFMFH
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,9600-NAXZN
Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,8822-KNBHV
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,8404-FYDIB
Yes,No,No,No,No,No,No,No,No,2791-SFVEW
Yes,No,Fiber optic,No,No,No,No,No,Yes,6457-USBER
Yes,No,No,No,No,No,No,No,No,6762-NSODU
Yes,Yes,DSL,No,No,No,No,No,Yes,4662-EKDPQ
Yes,Yes,Fiber optic,No,No,No,No,No,No,9248-OJYKK
No,No ,DSL,Yes,No,Yes,Yes,Yes,Yes,9888-ZCUMM
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,3398-FSHON
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,3319-DWOEP
Yes,No,No,No,No,No,No,No,No,1074-WVEVG
Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,9979-RGMZT
Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,6437-UDQJM
Yes,No,Fiber optic,No,No,No,No,No,Yes,1226-IENZN
Yes,Yes,DSL,No,No,Yes,No,No,No,2108-GLPQB
Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,9259-PACGQ
Yes,Yes,Fiber optic,No,No,No,No,No,No,4415-IJZTP
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1465-VINDH
Yes,No,No,No,No,No,No,No,No,5474-LAMUQ
Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,3468-DRVQJ
Yes,No,DSL,Yes,Yes,No,No,No,No,1122-YJBCS
Yes,No,No,No,No,No,No,No,No,4990-ALDGW
Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,4816-OKWNX
No,No,DSL,Yes,No,Yes,Yes,Yes,No,3315-IKYZQ
Yes,No,DSL,Yes,No,No,No,No,No,2810-FTLEM
Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,4747-LCAQL
Yes,No,Fiber optic,No,Yes,No,No,No,No,3411-WLRSQ
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0898-XCGTF
Yes,No,No,No,No,No,No,No,No,8006-PYCSW
Yes,No,No,No,No,No,No,No,No,8249-THVEC
Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,8722-PRFDV
Yes,No,No,No ,No ,No ,No ,No ,No ,2164-SOQXL
Yes,No,No,No ,No ,No ,No ,No ,No ,4020-KIUDI
Yes,No,No,No ,No ,No ,No ,No ,No ,5850-BDWCY
Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,2038-YSEZE
Yes,No,No,No ,No ,No ,No ,No ,No ,0827-ITJPH
No,No,DSL,No ,No,Yes,No,No,No,8799-OXZMD
Yes,Yes,Fiber optic,No ,No,No,No,Yes,No,1925-TIBLE
Yes,Yes,No,No ,No ,No ,No ,No ,No ,1705-GUHPV
Yes,Yes,No,No ,No ,No ,No ,No ,No ,4779-ZGICK
Yes,No,No,No ,No ,No ,No ,No ,No ,0048-PIHNL
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,0818-OCPZO
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,3967-KXAPS
Yes,No,Fiber optic,No,No,No,No,No,No,1447-GIQMR
No,No,DSL,No,Yes,No,Yes,Yes,Yes,3704-IEAXF
No,No,DSL,Yes,Yes,No,Yes,No,No,6810-VCAEX
Yes,No,DSL,No,No,No,No,Yes,No,0674-EYYZV
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,4480-MBMLB
No,No ,DSL,No,Yes,No,No,No,No,1395-OFUWC
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,0822-QGCXA
Yes,No,Fiber optic,No,No,No,No,No,Yes,0872-NXJYS
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,2832-KJCRD
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,3588-WSTTJ
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,4075-WKNIU
Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,5090-EMGTC
Yes,No,No,No,No,No,No,No,No,2346-CZYIL
Yes,No,DSL,No,No,No,No,No,No,3798-EPWRR
Yes,Yes,No,No,No,No,No,No,No,6258-NGCNG
Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,4186-ZBUEW
Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,5274-XHAKY
No,No ,DSL,No,Yes,No,No,No,No,1442-BQPVU
Yes,No ,No,No,No,No,No,No,No,3978-YNKDD
No,No ,DSL,Yes,Yes,No,Yes,No,No,4940-KHCWD
Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,9412-ARGBX
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,1389-CXMLU
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,9589-ABEPT
No,No ,DSL,No,No,Yes,Yes,No,Yes,9388-ZEYVT
No,No ,DSL,Yes,No,No,Yes,No,No,0305-SQECB
Yes,No,DSL,No,No,Yes,No,No,No,7605-SNLQG
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,4670-TABXH
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,5561-NWEVX
Yes,No,No,No,No,No,No,No,No,0064-SUDOG
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8561-NMTBD
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,5161-XEUVX
No,No ,DSL,Yes,Yes,No,Yes,No,No,8292-FRFZQ
Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,8591-NXRCV
No,No ,DSL,No,No,Yes,No,Yes,Yes,7895-VONWT
Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,4526-RMTLL
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,6253-GNHWH
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,4566-NECEV
Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,8080-POTJR
Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,6906-MPARY
Yes,No,No,No,No,No,No,No,No,3662-FXJFO
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,8107-RZLNV
Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,0516-OOHAR
Yes,No,Fiber optic,No,No,No,Yes,No,Yes,2027-CWDNU
No,No,DSL,No,No,No,No,Yes,Yes,2737-WFVYW
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,9912-OMZDS
Yes,No,DSL,No,No,No,Yes,No,No,3733-ZEECP
Yes,No,No,No,No,No,No,No,No,7878-RTCZG
Yes,Yes,No,No,No,No,No,No,No,2452-MRMZF
Yes,Yes,Fiber optic,No,No,No,No,No,No,2272-QAGFO
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,7103-IPXPJ
Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,4342-HFXWS
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3545-CNWRG
Yes,No,Fiber optic,No,No,Yes,No,Yes,No,1785-BPHTP
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,4989-LIXVT
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,7315-WYOAW
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,1173-XZPYF
Yes,Yes,Fiber optic,No,No,No,No,No,No,9850-OWRHQ
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,3768-NLUBH
Yes,Yes,Fiber optic,No,No,No,No,No,No,8676-TRMJS
Yes,Yes,No,No ,No ,No ,No ,No ,No ,2509-TFPJU
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,9530-GRMJG
Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,6898-RBTLU
Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,5481-NTDOH
Yes,No,No,No,No,No,No,No,No,2068-WWXQZ
Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,7359-SSBJK
Yes,No,No,No ,No ,No ,No ,No ,No ,2061-VVFST
Yes,No,Fiber optic,No,No,No,No,No,No,0685-MLYYM
No,No,DSL,No,No,No,No,Yes,Yes,0749-IRGQE
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2380-DAMQP
Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,2256-YLYLP
Yes,No,No,No,No,No,No,No,No,1272-ILHFG
Yes,No,No,No,No,No,No,No,No,0164-XAIRP
Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,5666-CYCYZ
Yes,No,DSL,Yes,No,No,No,No,No,4011-ARPHK
Yes,No,DSL,No,No,No,Yes,No,No,8182-PNAGI
Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,6365-HITVU
Yes,No,No,No ,No ,No ,No ,No ,No ,7558-IMLMT
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,9488-FYQAU
Yes,No,No,No,No,No,No,No,No,3590-TCXTB
Yes,No,DSL,No,No,No,No,No,Yes,6994-KERXL
Yes,No,Fiber optic,Yes,Yes,No,No,No,No,7957-RYHQD
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,2180-DXNEG
Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,1960-UOTYM
Yes,Yes,No,No,No,No,No,No,No,2740-JFBOK
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,6500-JVEGC
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,5515-AKOAJ
Yes,No,DSL,No,Yes,No,Yes,No,No,8976-OQHGT
No,No,DSL,Yes,No,Yes,No,No,No,5245-VDBUR
Yes,No,Fiber optic,No,No,Yes,No,No,Yes,6230-BSUXY
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,8469-SNFFH
No,No ,DSL,Yes,No,Yes,No,No,No,2144-ESWKO
Yes,No ,No,No ,No ,No ,No ,No ,No ,1241-FPMOF
No,No ,DSL,Yes,No,Yes,Yes,No,Yes,9928-BZVLZ
Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,4114-QMKVN
Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,2775-SEFEE
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,9003-CPATH
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,1754-GKYPY
No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,5294-CDGWY
Yes,No,No,No ,No ,No ,No ,No ,No ,7956-XQWGU
Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,1591-MQJTP
Yes,No,DSL,Yes,No,No,No,No,No,5295-PCJOO
Yes,No,No,No,No,No,No,No,No,2369-FEVNO
Yes,No,DSL,No,No,No,No,Yes,No,9863-JZAIC
Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,7471-MQPOS
Yes,No,Fiber optic,No,No,No,No,No,No,7660-HDPJV
Yes,Yes,No,No,No,No,No,No,No,5115-SQAAU
Yes,No,No,No,No,No,No,No,No,9845-QOMAD
Yes,No,DSL,Yes,No,No,Yes,No,No,7672-VFMXZ
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9739-JLPQJ
Yes,No,No,No ,No ,No ,No ,No ,No ,9916-AYHTC
Yes,No,Fiber optic,No ,No,No,No,Yes,No,3855-ONCAR
Yes,No,No,No ,No ,No ,No ,No ,No ,1488-SYSFC
Yes,No,DSL,No ,No,Yes,Yes,No,Yes,7931-PXHFC
Yes,Yes,Fiber optic,No ,No,No,No,Yes,Yes,3990-QYKBE
Yes,No,No,No ,No ,No ,No ,No ,No ,0970-QXPXW
Yes,Yes,DSL,No ,Yes,Yes,No,Yes,Yes,3259-KNMRR
Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,6120-RJKLU
No,No,DSL,No,No,No,Yes,No,No,9572-WUKSB
Yes,No,No,No ,No ,No ,No ,No ,No ,5893-KCLGT
No,No,DSL,Yes,Yes,Yes,Yes,No,No,0076-LVEPS
Yes,No,DSL,No,No,No,No,No,No,3640-JQGJG
Yes,No,Fiber optic,No,No,No,No,No,No,4919-MOAVT
Yes,No,DSL,No,Yes,No,No,No,No,1596-OQSPS
No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,9867-XOBQA
Yes,Yes,No,No ,No ,No ,No ,No ,No ,9546-KDTRB
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,3090-HAWSU
Yes,No,DSL,Yes,No,No,No,No,No,9820-RMCQV
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3174-RKMOW
Yes,No,No,No,No,No,No,No,No,1760-CAZHT
Yes,No,No,No,No,No,No,No,No,7839-QRKXN
Yes,Yes,No,No,No,No,No,No,No,8441-SHIPE
No,No,DSL,No,No,Yes,No,Yes,No,5204-QZXPU
Yes,Yes,No,No,No,No,No,No,No,4597-ELFTS
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,1320-GVNHT
Yes,No,No,No,No,No,No,No,No,1047-RNXZV
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,3541-ZNUHK
Yes,Yes,DSL,Yes,No,No,No,No,No,8450-JOVAH
Yes,No,Fiber optic,No,No,No,No,No,No,8725-JEDFD
Yes,No,Fiber optic,No,No,No,No,No,No,7562-UXTPG
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,8071-SBTRN
Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,1113-IUJYX
Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,6668-CNMFP
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,5626-MGTUK
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,5681-LLOEI
Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,8212-DJRCH
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,4323-OHFOW
Yes,No,No,No,No,No,No,No,No,4933-BSAIP
